Avenza_label,Trial_Type,SppComposition_Label,SppVar,PlantingYear,Num_Planted,Latitude,Longitude,Elevation,Slope,Aspect,BGC,SS_NoSpace,SMR_SNR,Assessor_Qual,Qual_Date,Qualitative_Vigour,Vigour_Variability,Best_Height_Offsite,DamageandSeverity,Survival_est,Local_Spp1,Best_Height_Local1,Local_Spp2,Best_Height_Local2,Local_Spp3,Best_Height_Local3,QuanitativeCollected,Comments_Trial
LW_1995_-300260000,Operational,S-Se46Bl32Pli22-12-3.3-12/E-1120(06),LW,1995,19000,55.66587532,-124.090107,,,,ESSFmv3,ESSFmv3/01,,,,,,,,,,,,,,,,""
CW_1994_-395330000,Operational,S-Sx52Pli24Hw18Ba6-12-3.4-24/I-1140(07),CW,1994,300,55.76928269,-128.0293627,,,,ICHmc1,ICHmc1/01,,,,,,,,,,,,,,,,""
BA_1996_209,Operational,S-Bl41Ba28Pli14Sx14Hw3-10-2.0-22/O-900(06),BA,1996,1890,54.78078139,-127.7449267,,,,ESSFwv,CWHws2/04,,,,,,,,,,,,,,,,""
YC_1998_46902,Operational,S-Hw44Ba25Cw22Sxs9-10-2.7-12/O-800(09),YC,1998,9000,54.57048699,-127.9860145,,,,CWHws2,CWHws2/11,,,,,,,,,,,,,,,,""
CW_1996_1642,Operational,S-Hw53Ba17Sx16Pli14-9-2.8-24/I-1000(06),CW,1996,5220,55.74991071,-128.053969,,,,ICHmc1,ICHmc1a/01,,,,,,,,,,,,,,,,""
CW_1995_-407010000,Operational,S-Sx48Hw35Cw16Bl1-10-2.3-20/I-1097(03),CW,1995,13980,55.56129493,-127.7732274,,,,ICHmc1,ICHmc2/01,,,,,,,,,,,,,,,,""
BG_1995_52752,Operational,S-Hw50Sxs20Cw20Ba10-30-15.0-28/E-321(12),BG,1995,655,54.13828798,-128.6338794,,,,CWHvm1,CWHvm1/09,,,,,,,,,,,,,,,,""
BA_1996_-50340000,Operational,S-Pli49Sx48Bl3-15-4.4-16/O-1120(08),BA,1996,270,54.81588898,-127.6725171,,,,ESSFwv,ESSFmc/01,,,,,,,,,,,,,,,,""
FDI_1998_54935,Operational,S-Sx63Pli37-12-2.0-15/E-882(08),FDI,1998,31700,54.5196352,-124.9254501,,,,SBSmc2,SBSmc2/02,,,,,,,,,,,,,,,,""
LS_1996_-381600000,Operational,S-Pli60At40-19-7.0-18/E-1(11),LS,1996,1300,55.66519953,-120.2560803,,,,BWBSmw,BWBSmw1/01,,,,,,,,,,,,,,,,""
FDI_1999_4235,Operational,S-Pli72Sx23Bl4Cw1-10-2.2-24/E-1120(06),FDI,1999,4065,52.39223485,-120.9221979,,,,ESSFwk1,ICHwk2/01,,,,,,,,,,,,,,,,""
CW_1999_4235,Operational,S-Pli72Sx23Bl4Cw1-10-2.2-24/E-1120(06),CW,1999,,52.39223485,-120.9221979,,,,ESSFwk1,ICHwk2/01,,,,,,,,,,,,,,,,""
LS_1998_716,Operational,S-Pli96Sx4-15-3.3-17/I-1111(07),LS,1998,640,55.05501333,-120.9403149,,,,BWBSmw,BWBSwk1/05,,,,,,,,,,,,,,,,""
CW_1992_42539,Operational,S-Hw66Sx15Bl11Pli8-15-5.6-22/E-950(12),CW,1992,1610,55.63859357,-128.5705455,,,,ICHmc1,ICHmc1/01,,,,,,,,,,,,,,,,""
LS_1995_29681,Operational,S-Sx76Pli24-13-2.3-12/E-1150(07),LS,1995,3600,56.3744222,-124.3238457,,,,SBSmk2,SBSmk2,,,,,,,,,,,,,,,,""
CW_1992_16711,Operational,S-Sx55Cw20Pli11Hw8Bl6-12-3.5-21/E-1000(04),CW,1992,17400,55.14276716,-127.3187692,,,,ICHmc1,ICHmc2/04,,,,,,,,,,,,,,,,""
CW_1995_27231,Operational,S-Pli75Sx22Hw3-8-4.3-21/O-1200(03),CW,1995,800,55.57880153,-127.7619531,,,,ICHmc1,"",,,,,,,,,,,,,,,,""
BA_1994_16504,Operational,S-Bl60Sx20Pl10Hw10-20-5.0-14/E-900(16),BA,1994,16000,55.25818643,-127.8458614,,,,ESSFwv,ESSFwv/01,,,,,,,,,,,,,,,,""
CW_1994_16613,Operational,S-Pl60Hw20Sx20-21-10.0-20/E-1100(16),CW,1994,15480,55.58511037,-127.8438835,,,,ICHmc1,ICHmc2/01,,,,,,,,,,,,,,,,""
CW_1996_16692,Operational,S-Pl48Sx46Hw5Bl1-20-10.0-21/E-1100(14),CW,1996,1100,55.69537873,-127.6073347,,,,ICHmc1,ICHmc1/01,,,,,,,,,,,,,,,,""
CW_1995_16697,Operational,S-Pl50Sx30Hw20-21-8.0-18/E-1100(16),CW,1995,280,55.62348939,-127.7141526,,,,ICHmc1,ICHmc1/01,,,,,,,,,,,,,,,,""
CW_1998_55693,Operational,S-Sx49Bl28Ba14Hw9-18-7.0-22/E-1111(14),CW,1998,1275,55.65528048,-127.9147481,,,,ICHmc1,ICHmc1/03,,,,,,,,,,,,,,,,""
CW_1996_16584,Operational,S-Sx75Hw21Bl4-9-2.4-21/I-960(01),CW,1996,320,55.71430368,-128.0019437,,,,ICHmc1,ICHmc1/06,,,,,,,,,,,,,,,,""
CW_1996_16586,Operational,S-Pl97Hw3-25-14.0-20/E-1067(14),CW,1996,3280,55.70632544,-127.9953605,,,,ICHmc1,ICHmc1/01,,,,,,,,,,,,,,,,""
BG_1997_40413,Operational,S-Hw71Ss14Cw10Ba5-13-3.7-27/I-900(09),BG,1997,540,53.73477331,-128.4848805,,,,CWHvm1,CWHvm1/01,,,,,,,,,,,,,,,,""
CW_1997_53819,Operational,S-Ba74Hw13Sx13-13-3.8-22/I-880(11),CW,1997,5200,54.70849488,-128.5010788,,,,MHmm2,CWHws2/01,,,,,,,,,,,,,,,,""
BG_1997_43567,Operational,S-Ss66Hw27Ba7-9-2.7-32/I-900(06),BG,1997,540,53.71913666,-128.4809988,,,,CWHvm1,CWHvm1/09,,,,,,,,,,,,,,,,""
LS_1995_36070,Operational,S-Ls80Sx16Pli4-21-10.0-18/E-1000(14),LS,1995,1560,55.26310795,-123.1421622,,,,SBSmk1,SBSmk2/02,,,,,,,,,,,,,,,,""
FDI_1999_54473,Operational,S-Pli71Sx29-8-1.9-15/E-1000(06),FDI,1999,270,53.37886115,-123.7056844,,,,SBPSdc,SBPSdc/08,,,,,,,,,,,,,,,,""
LW_1992_15275,Operational,S-Pli97Sx3-12-3.3-21/C-875(03),LW,1992,2500,54.88769005,-125.7942574,,,,SBSwk3,SBSmc2/10,,,,,,,,,,,,,,,,""
LW_1998_58736,Operational,S-Pli85Bl15-9-2.7-15/O-1200(06),LW,1998,600,54.08175002,-127.4570859,,,,SBSmc2,SBSmc2/01,,,,,,,,,,,,,,,,""
LW_1996_13163,Operational,S-Pli51Fdi20Bl19Lw9Sx1-13-4.0-22/E-1123(08),LW,1996,9750,52.42666895,-118.6832124,,,,ICHmm,ICHmm/03,,,,,,,,,,,,,,,,""
CW_1993_13170,Operational,S-Sx96Pli2Cw2-6-1.1-18/E-505(02),CW,1993,7840,53.61434935,-120.6750912,,,,SBSvk,ICHwk3/09,,,,,,,,,,,,,,,,""
LW_1999_64268,Operational,S-Sx53Pli16Hw15Fdi9Bl7-13-2.8-21/E-1167(11),LW,1999,2240,52.40654158,-118.4872056,,,,ICHmm,ICHmm/05,,,,,,,,,,,,,,,,""
LS_1997_27675,Operational,S-Sx72Bl27Pli1-9-1.3-15/O-1160(07),LS,1997,1000,55.0268467,-121.5388504,,,,ESSFwc3,ESSFwc3/01,,,,,,,,,,,,,,,,""
LS_1997_48836,Operational,S-Pli69Sx31-10-2.3-18/I-1160(07),LS,1997,1000,55.2720257,-120.8595409,,,,BWBSwk1,BWBSwk1/05,,,,,,,,,,,,,,,,""
LS_1997_48838,Operational,S-Pli100-17-4.0-15/E-1200(19),LS,1997,1000,55.26132549,-120.8449491,,,,BWBSwk1,BWBSwk1/03,,,,,,,,,,,,,,,,""
LS_1997_51041,Operational,S-Bl56Sx44-9-1.6-15/O-1141(06),LS,1997,1000,55.03998893,-121.6082486,,,,ESSFwk2,ESSFwk2/01,,,,,,,,,,,,,,,,""
LW_1997_10123,Operational,S-Sx62Pli38-8-1.7-15/H-1011(02),LW,1997,2200,52.55824851,-120.4117811,,,,ICHwk2,ESSFwk,,,,,,,,,,,,,,,,""
FDI_1993_9034,Operational,S-Pli100-12-3.5-18/E-1057(04),FDI,1993,7075,52.86821643,-121.1681697,,,,ESSFwk1,ESSFwk1/01,,,,,,,,,,,,,,,,""
PY_1998_64325,Operational,S-Sx59Fdi18Pli9Cw7Bl7-10-2.6-21/E-1076(07),PY,1998,800,52.40368725,-118.5205034,,,,ICHmm,ICHmm/01,,,,,,,,,,,,,,,,""
PY_1998_64323,Operational,S-Sx47Fdi20Pli16Cw12Bl5-10-2.7-18/E-1150(07),PY,1998,300,52.40454561,-118.4959622,,,,ICHmm,ICHmm/04,,,,,,,,,,,,,,,,""
LW_1992_12915,Operational,S-Pli100-19-10.5-19/E-1040(09),LW,1992,2000,54.62449697,-122.7680529,,,,SBSmk1,SBSmk1/03,,,,,,,,,,,,,,,,""
LW_1992_12951,Operational,S-Sx59Pli41-13-2.0-15/E-800(04),LW,1992,2000,54.59191374,-122.9145388,,,,SBSwk1,SBSmk1/09,,,,,,,,,,,,,,,,""
LW_1992_12956,Operational,S-Sx79Pli14Bl7-17-3.2-15/E-922(07),LW,1992,2000,54.44694585,-122.8073693,,,,SBSmk1,SBSmk1/01,,,,,,,,,,,,,,,,""
LW_1992_12974,Operational,S-Pli40Sx40Bl20-14-6.0-18/E-800(04),LW,1992,2000,54.4512087,-123.0433642,,,,SBSmk1,SBSmk1/01,,,,,,,,,,,,,,,,""
LW_1992_13013,Operational,S-Pli85Bl12Sx3-15-5.8-15/E-1027(06),LW,1992,2100,54.45020237,-122.7181757,,,,SBSmk1,SBSwk1/06,,,,,,,,,,,,,,,,""
LW_1992_13045,Operational,S-Sx94Bl6-14-3.0-18/E-1106(04),LW,1992,2000,54.7535067,-122.1594224,,,,SBSvk,SBSvk/04,,,,,,,,,,,,,,,,""
LS_1999_63633,Operational,S-Sx93Pli7-9-2.3-15/E-1080(11),LS,1999,2655,55.74076126,-121.8220312,,,,SBSwk2,ESSFmv2/04,,,,,,,,,,,,,,,,""
LW_1999_58741,Operational,S-Pli83Bl17-7-2.2-18/O-1160(06),LW,1999,1771,54.08098549,-127.4676058,,,,SBSmc2,SBSmc2/01,,,,,,,,,,,,,,,,""
FDI_2002_95819,Operational,S-Pli85Sx15-14-4.5-16/E-863(15),FDI,2002,10000,54.63815867,-125.5111437,,,,SBSdk,SBSdk/03,,,,,,,,,,,,,,,,""
CW_2001_88573,Operational,S-Sx69Hw26Bl5-12-2.2-15/E-840(13),CW,2001,2952,52.11887729,-118.2810409,,,,ESSFwc2,ESSFwc2/01,,,,,,,,,,,,,,,,""
LS_2002_91616,Operational,S-Pli40Sx30Fdi20Cw10-14-2.5-20/M-1100(15),LS,2002,1620,52.53787964,-120.9040338,,,,ICHwk2,ICHwk2/01,,,,,,,,,,,,,,,,""
FDI_2002_87599,Operational,S-Pli75Sx25-10-2.3-18/E-1080(14),FDI,2002,3300,53.48728991,-125.6896796,,,,SBSdk,SBSdk/01,,,,,,,,,,,,,,,,""
FDI_2002_89085,Operational,S-Pli57Sx39Fdi4-9-2.5-18/O-1200(11),FDI,2002,1950,53.55074715,-125.5156317,,,,SBSdk,SBSdk/01,,,,,,,,,,,,,,,,""
FDI_2002_89679,Operational,S-Sx77Pli18Fdi5-7-1.2-18/E-1200(11),FDI,2002,1785,53.53678453,-125.5256704,,,,SBSmc2,SBSdk/01,,,,,,,,,,,,,,,,""
FDI_2002_87595,Operational,S-Pli100-8-2.2-18/E-960(11),FDI,2002,1395,53.48392346,-125.6737396,,,,SBSdk,SBSdk/01,,,,,,,,,,,,,,,,""
LS_2002_81248,Operational,S-Pli80Sx20-10-2.5-18/E-1103(12),LS,2002,6100,55.69115033,-121.8323518,,,,SBSwk2,SBSwk2/03,,,,,,,,,,,,,,,,""
FDI_2002_87569,Operational,S-Pli96Sx4-8-2.1-18/E-1100(11),FDI,2002,2130,53.48520257,-125.6817137,,,,SBSdk,SBSdk/01,,,,,,,,,,,,,,,,""
FDI_2002_87603,Operational,S-Pli75Sx25-14-4.2-18/E-1200(18),FDI,2002,1450,53.48704339,-125.667852,,,,SBSdk,SBSdk/01,,,,,,,,,,,,,,,,""
FDI_2002_87598,Operational,S-Pli91Sx9-11-3.4-18/E-1080(14),FDI,2002,4805,53.48520904,-125.6873032,,,,SBSdk,SBSdk/01,,,,,,,,,,,,,,,,""
LW_2002_95774,Operational,S-Fdi45Sx24Lw14Pli10Bl7-9-2.8-15/E-1200(10),LW,2002,1250,52.74571337,-119.096363,,,,ICHmm,SBSdh/04,,,,,,,,,,,,,,,,""
BA_1997_4237,Operational,S-Hw40Cw32Ba28-12-2.6-20/E-900(06),BA,1997,1200,52.29458822,-126.1133717,,,,CWHds2,CWHws2/01,,,,,,,,,,,,,,,,""
CW_1997_64293,Operational,S-Pli81Hw14Sx5-6-2.2-21/O-1171(03),CW,1997,270,55.59448048,-127.7896842,,,,ICHmc1,"",,,,,,,,,,,,,,,,""
CW_1997_16565,Operational,S-Hw53Sx40Cw7-16-3.7-18/E-1200(11),CW,1997,2090,55.26898731,-127.2654911,,,,ICHmc1,ICHmc2/01,,,,,,,,,,,,,,,,""
BA_1994_16656,Operational,S-Sx35Bl31Pl20Hm14-20-6.0-12/E-1171(14),BA,1994,10000,55.70195639,-128.0861947,,,,ESSFwv,ESSFwv/04,,,,,,,,,,,,,,,,""
CW_1997_58105,Operational,S-Pli48Bl35Sx17-12-2.2-18/E-1200(08),CW,1997,1225,52.41331894,-118.5845266,,,,ESSFmm1,ESSFmm1/01,,,,,,,,,,,,,,,,""
FDI_1993_8768,Operational,S-Pli48Bl44Sx8-9-2.0-15/E-1033(05),FDI,1993,5860,52.38778291,-120.784141,,,,ESSFwk1,ESSFh1,,,,,,,,,,,,,,,,""
CW_2001_82903,Operational,S-Sx70Hw30-16-5.0-24/E-1000(16),CW,2001,130,55.72505004,-127.7139319,,,,ICHmc1,ICHmc2/04,,,,,,,,,,,,,,,,""
CW_2001_58705,Operational,S-Ba47Hw35Hm18-8-1.8-20/E-900(10),CW,2001,720,54.62408703,-128.7843386,,,,MHmm2,CWHws2/05,,,,,,,,,,,,,,,,""
LS_1999_63650,Operational,S-Sx85Pli15-11-2.0-24/O-1000(09),LS,1999,2535,55.75452293,-121.871041,,,,BWBSmw,SBSwk2/06,,,,,,,,,,,,,,,,""
FDI_1993_-460310000,Operational,S-Pli92Fdi8-17-3.4-18/E-888(12),FDI,1993,0,52.7598275,-123.5778611,,,,SBPSdc,SBPSmk/01,,,,,,,,,,,,,,,,""
CW_1994_-395240000,Operational,S-Sx40Hw35Pli24Bl1-11-3.9-18/I-949(05),CW,1994,700,55.73747045,-128.3518657,,,,ICHmc1,ICHmc1/01,,,,,,,,,,,,,,,,""
FDI_1992_-401850000,Operational,S-Hw32Fdi24Cw18Sx18Ep5Pl3-19-8.9-18/E-1200(08),FDI,1992,0,55.33590538,-127.5755626,,,,ICHmc2,ICHmc2/01,,,,,,,,,,,,,,,,""
CW_1992_-222740000,Operational,S-Hw47Sx28Pl21Ba3Bl1-9-2.2-23/E-877(04),CW,1992,60,55.86535497,-128.8214622,,,,ICHmc1,ICHmc1/01,,,,,,,,,,,,,,,,""
BA_1993_-125020000,Operational,S-Sx100-10-2.5-18/E-160(08),BA,1993,6100,53.50875743,-121.5632472,,,,ESSFwk1,SBSf,,,,,,,,,,,,,,,,""
FDI_1995_1605,Operational,S-Sw45Fdi39Pli16-13-4.6-15/E-971(14),FDI,1995,1890,54.64507925,-124.6906827,,,,SBSdk,SBSdw3/01,,,,,,,,,,,,,,,,""
LS_1996_-386420000,Operational,S-At90Sx10-13-4.0-18/E-2933(06),LS,1996,7440,55.98474572,-122.0407122,,,,BWBSmw,BWBSmw1/06,,,,,,,,,,,,,,,,""
LW_1996_-386420000,Operational,S-At90Sx10-13-4.0-18/E-2933(06),LW,1996,,55.98474572,-122.0407122,,,,BWBSmw,BWBSmw1/06,,,,,,,,,,,,,,,,""
LW_1997_-689170000,Operational,S-Fdi77Sx19Cw4-22-10.0-22/E-1040(08),LW,1997,7905,52.45130602,-121.4599411,,,,ICHmk3,ICHwk2/04,,,,,,,,,,,,,,,,""
BG_1995_52754,Operational,S-Sx100-39-15.0-28/E-254(12),BG,1995,975,54.13246665,-128.620767,,,,CWHvm1,CWHvm1/09,,,,,,,,,,,,,,,,""
BA_1994_16545,Operational,S-Ba75Hw19Bl3Sx3-13-2.4-15/I-1171(06),BA,1994,20000,55.27957089,-127.9158241,,,,ESSFwv,ICHmc1a/01,,,,,,,,,,,,,,,,""
CW_1994_16545,Operational,S-Ba75Hw19Bl3Sx3-13-2.4-15/I-1171(06),CW,1994,,55.27957089,-127.9158241,,,,ESSFwv,ICHmc1a/01,,,,,,,,,,,,,,,,""
BA_1993_16562,Operational,S-Pli28Hw28Sx26Bl18-10-2.0-21/E-1125(02),BA,1993,18607,55.3253722,-127.2230394,,,,ESSFwv,"",,,,,,,,,,,,,,,,""
CW_1998_65333,Operational,S-Sx46Pl20Hw15Bl13Cw6-17-11.0-18/E-900(14),CW,1998,3930,55.65227491,-127.7837639,,,,ICHmc1,ICHmc2/01,,,,,,,,,,,,,,,,""
CW_1998_65332,Operational,S-Sx50Pl22Hw20Bl8-17-8.0-18/E-1200(14),CW,1998,1095,55.65545367,-127.8055737,,,,ICHmc1,ICHmc2/01,,,,,,,,,,,,,,,,""
CW_1997_27241,Operational,S-Hw58Pli20Sx20Cw2-17-4.9-18/E-1200(12),CW,1997,660,55.63509075,-127.7852075,,,,ICHmc1,ICHmc2/01,,,,,,,,,,,,,,,,""
LS_1993_15160,Operational,S-Pli98Sx2-8-3.4-22/I-1233(03),LS,1993,900,54.64712668,-127.1583479,,,,SBSdk,SBSmc2/01,,,,,,,,,,,,,,,,""
BA_1998_51220,Operational,S-Hm40Hw36Bl21Ba2Sx1-10-2.3-19/E-1088(08),BA,1998,5210,56.19005206,-129.2603438,,,,ICHvc,ICHvc/01,,,,,,,,,,,,,,,,""
CW_1993_16808,Operational,S-Ba70Hw30-21-7.5-22/E-900(13),CW,1993,2665,54.53032227,-128.2128437,,,,MHmm2,CWHf2/01,,,,,,,,,,,,,,,,""
YC_1994_16153,Operational,S-Cw42Hw38Ba20-10-3.0-24/E-900(02),YC,1994,1000,52.25978172,-126.3145185,,,,CWHws2,CWHws2/04,,,,,,,,,,,,,,,,""
BG_1997_40418,Operational,S-Hw68Ba14Cw9Ss9-10-2.4-21/I-700(06),BG,1997,525,53.86272105,-128.5132693,,,,CWHvm1,"",,,,,,,,,,,,,,,,""
YC_1994_16154,Operational,S-Cw42Ba28Hw25Sx5-12-2.4-23/E-554(04),YC,1994,2900,52.25666596,-126.3008681,,,,CWHws2,CWHws2/01,,,,,,,,,,,,,,,,""
YC_2000_85444,Operational,S-Sx68Cw24Hw5Pw2Bl1-14-3.3-21/I-1053(11),YC,2000,1050,52.02388897,-118.3327847,,,,ICHvk1,ICHvk1/01,,,,,,,,,,,,,,,,""
LS_1997_51933,Operational,S-Pli71Sb16Sx13-16-5.2-18/E-690(15),LS,1997,1575,55.85937138,-123.87021,,,,SBSmk2,SBSmk2/04,,,,,,,,,,,,,,,,""
LW_1996_42582,Operational,S-Pli49Sx33Fdi12Bl6-10-2.7-22/E-1077(07),LW,1996,1834,52.87823977,-121.9383873,,,,SBSwk1,SBSmw/01,,,,,,,,,,,,,,,,""
LW_1992_15280,Operational,S-Sx98Pli2-11-2.3-19/I-1100(04),LW,1992,1200,54.91087823,-125.847193,,,,SBSwk3,SBSmc2/09,,,,,,,,,,,,,,,,""
LW_1992_15280,Operational,S-Sx98Pli2-11-2.3-19/I-1100(04),LW,1992,1200,54.91087823,-125.847193,,,,SBSwk3,SBSmc2/09,,,,,,,,,,,,,,,,""
LW_1992_15314,Operational,S-Sx88Pli12-7-1.6-18/O-1076(99),LW,1992,1400,54.90421064,-125.7709997,,,,SBSwk3,SBSmc2/01,,,,,,,,,,,,,,,,""
LW_1992_15314,Operational,S-Sx88Pli12-7-1.6-18/O-1076(99),LW,1992,1400,54.90421064,-125.7709997,,,,SBSwk3,SBSmc2/01,,,,,,,,,,,,,,,,""
LS_1998_51308,Operational,S-Sx51Pli34Bl15-10-1.7-18/E-1160(10),LS,1998,8800,54.0916476,-127.1743307,,,,SBSmc2,SBSmc2/01,,,,,,,,,,,,,,,,""
LS_1998_51306,Operational,S-Sx80Bl10Pli10-9-1.2-18/E-1080(08),LS,1998,6500,54.09421446,-127.1682716,,,,SBSmc2,SBSmc2/05,,,,,,,,,,,,,,,,""
CW_1995_13176,Operational,S-Sx54Bl21Pli17Cw8-14-3.4-18/E-1200(09),CW,1995,6000,53.63891636,-120.5527774,,,,SBSvk,ESSFmm/05,,,,,,,,,,,,,,,,""
PY_1998_55111,Operational,S-Pli53Fdi17Sx17Bl13-10-2.8-21/E-1000(07),PY,1998,200,52.39833923,-118.5743035,,,,ICHmm,ICHmm/03,,,,,,,,,,,,,,,,""
PY_1998_55112,Operational,S-Fdi31Sx28Pli25Bl15Hw1-11-2.3-23/E-1127(07),PY,1998,600,52.39637008,-118.56169,,,,ICHmm,ICHmm/01,,,,,,,,,,,,,,,,""
CW_1996_13270,Operational,S-Sx100-8-2.2-18/S-143(03),CW,1996,13865,53.65377834,-120.618249,,,,SBSvk,SBSvk/01,,,,,,,,,,,,,,,,""
LS_1997_27625,Operational,S-Pli50Sx35Bl15-10-2.0-9/O-1154(07),LS,1997,1000,55.73067981,-121.8159048,,,,SBSwk2,ESSFmv2/03,,,,,,,,,,,,,,,,""
LS_1996_27653,Operational,S-Pli75Sx25-10-2.5-12/E-1114(12),LS,1996,5980,55.17664445,-120.7900092,,,,ESSFmv2,BWBSwk1/03,,,,,,,,,,,,,,,,""
LS_1996_27728,Operational,S-Sx67Pli22Bl11-9-2.2-15/O-920(07),LS,1996,2890,55.00249917,-120.9782157,,,,BWBSmw,BWBSwk1/06,,,,,,,,,,,,,,,,""
LS_1997_44926,Operational,S-Sx75Bl25-15-1.7-16/O-1120(06),LS,1997,1000,54.98982022,-121.7635542,,,,SBSwk2,ESSFwk2/02,,,,,,,,,,,,,,,,""
LS_1997_45526,Operational,S-Sx90Pli7Bl3-9-1.8-15/O-1200(07),LS,1997,1000,55.66812728,-121.8692347,,,,SBSwk2,ESSFmv2/04,,,,,,,,,,,,,,,,""
LS_1997_10131,Operational,S-Sx83Pli10Hw3Bl3Fdi1-12-2.0-23/E-1026(10),LS,1997,800,52.67441232,-120.3225603,,,,ICHwk2,ICHwk2/01,,,,,,,,,,,,,,,,""
LS_1997_10148,Operational,S-Sx100-9-1.8-15/E-1044(07),LS,1997,4000,52.75763085,-120.8909382,,,,ICHwk2,ESSFwk1/04,,,,,,,,,,,,,,,,""
LS_1997_44933,Operational,S-Sx61Bl39-10-1.3-12/E-1133(11),LS,1997,1000,54.98675442,-121.7456015,,,,SBSwk2,ESSFwk2/03,,,,,,,,,,,,,,,,""
LW_1999_13166,Operational,S-Pli45Fdi41Lw14-12-3.9-22/E-1100(08),LW,1999,3040,52.45538539,-118.6514604,,,,ICHmm,ICHmm/03,,,,,,,,,,,,,,,,""
LW_1992_12998,Operational,S-Pli96Sx4-18-9.5-18/E-1000(09),LW,1992,2220,54.65576933,-123.0288186,,,,SBSmk1,SBSmk1/05,,,,,,,,,,,,,,,,""
LW_1992_13009,Operational,S-Pli96Sx4-11-4.3-18/E-970(01),LW,1992,2060,54.36782293,-122.6859108,,,,SBSwk1,SBSmk1/08,,,,,,,,,,,,,,,,""
LS_1999_63914,Operational,S-Pli72Sx28-11-2.2-21/O-1200(09),LS,1999,1560,55.78864728,-122.0776728,,,,SBSwk2,SBSwk2/05,,,,,,,,,,,,,,,,""
LS_1999_66908,Operational,S-Sx59Pli41-12-2.3-18/O-1120(10),LS,1999,2430,55.37517573,-120.8814744,,,,BWBSmw,BWBSmw1/01,,,,,,,,,,,,,,,,""
LS_1999_69854,Operational,S-Bl63Sx37-11-1.8-19/E-1033(11),LS,1999,2685,55.05902422,-121.5649223,,,,ESSFwc3,ESSFwk2/01,,,,,,,,,,,,,,,,""
LS_1999_27705,Operational,S-Sx69Pli27Bl4-10-1.5-24/O-993(07),LS,1999,1890,54.51973468,-120.560494,,,,BWBSwk1,SBSwk2/06,,,,,,,,,,,,,,,,""
LS_2002_89817,Operational,S-Ls30Ep25Sw18At18Pli8Ac1-11-3.6-20/M-1200(13),LS,2002,2350,58.95327237,-123.1683295,,,,BWBSmk,BWBSmw2/01,,,,,,,,,,,,,,,,""
FDI_2001_76629,Operational,S-Pli85Sx8Fdi7-12-2.7-19/E-1090(12),FDI,2001,5040,54.62929921,-125.5114059,,,,SBSmc2,SBSdk/05,,,,,,,,,,,,,,,,""
