site,spp.pop,rep,tree,age,height,SI50
BELL,Fd_CP,1,1,10,3.13,31.69
BELL,Fd_CP,1,1,15,6.62,30.93
BELL,Fd_CP,1,1,20,9.8,29.82
BELL,Fd_CP,1,1,25,12.2,27.97
BELL,Fd_CP,1,1,30,14.6,27.09
BELL,Fd_CP,1,2,10,2.97,30.63
BELL,Fd_CP,1,2,15,5.86,28.11
BELL,Fd_CP,1,2,20,8.9,27.53
BELL,Fd_CP,1,2,25,11.4,26.41
BELL,Fd_CP,1,2,30,12.8,24.15
BELL,Fd_CP,1,3,10,2.3,25.44
BELL,Fd_CP,1,3,15,5.46,26.53
BELL,Fd_CP,1,3,20,8.8,27.26
BELL,Fd_CP,1,3,25,11.3,26.2
BELL,Fd_CP,1,3,30,14.3,26.59
BELL,Fd_CP,1,4,10,2.48,26.82
BELL,Fd_CP,1,4,15,5.32,26.02
BELL,Fd_CP,1,4,20,7.9,24.93
BELL,Fd_CP,1,4,25,9.9,23.4
BELL,Fd_CP,1,4,30,12.2,23.16
BELL,Fd_CP,1,5,10,2.58,27.57
BELL,Fd_CP,1,5,15,5.42,26.42
BELL,Fd_CP,1,5,20,8.2,25.72
BELL,Fd_CP,1,5,25,11,25.61
BELL,Fd_CP,1,5,30,13.7,25.61
BELL,Fd_CP,1,6,10,1.93,22.44
BELL,Fd_CP,1,6,15,4.6,23.29
BELL,Fd_CP,1,6,20,7.2,23.12
BELL,Fd_CP,1,6,25,10.1,23.83
BELL,Fd_CP,1,6,30,12.7,23.96
BELL,Fd_CP,1,7,10,2.62,27.92
BELL,Fd_CP,1,7,15,5.85,28.06
BELL,Fd_CP,1,7,20,8.7,26.98
BELL,Fd_CP,1,7,25,11.2,25.99
BELL,Fd_CP,1,7,30,14,26.09
BELL,Fd_CP,1,8,10,1.79,21.26
BELL,Fd_CP,1,8,15,4.4,22.48
BELL,Fd_CP,1,8,20,7.5,23.91
BELL,Fd_CP,1,8,25,10.6,24.8
BELL,Fd_CP,1,8,30,13.4,25.13
BELL,Fd_CP,1,9,10,3.5,34.45
BELL,Fd_CP,1,9,15,7.04,32.45
BELL,Fd_CP,1,9,20,10.5,31.58
BELL,Fd_CP,1,9,25,12.3,28.16
BELL,Fd_CP,1,9,30,16.2,29.68
BELL,Fd_CP,1,10,10,2.92,30.2
BELL,Fd_CP,1,10,15,6.15,29.16
BELL,Fd_CP,1,10,20,8.8,27.26
BELL,Fd_CP,1,10,25,11.9,27.38
BELL,Fd_CP,1,10,30,14.7,27.25
BELL,Fd_CP,1,10,10,2.6,27.79
BELL,Fd_CP,1,10,15,4.87,24.35
BELL,Fd_CP,1,10,20,7.8,24.68
BELL,Fd_CP,1,10,25,11,25.61
BELL,Fd_CP,1,10,30,12.8,24.15
BELL,Fd_CP,1,9,10,2.61,27.89
BELL,Fd_CP,1,9,15,5.72,27.53
BELL,Fd_CP,1,9,20,9.1,28.01
BELL,Fd_CP,1,9,25,12,27.56
BELL,Fd_CP,1,9,30,15.5,28.55
BELL,Fd_CP,1,8,10,0.88,
BELL,Fd_CP,1,8,15,1.47,10.11
BELL,Fd_CP,1,8,20,2.5,10.31
BELL,Fd_CP,1,8,25,2.2,7.25
BELL,Fd_CP,1,8,30,2.5,6.52
BELL,Fd_CP,1,7,10,2.27,25.25
BELL,Fd_CP,1,7,15,5.27,25.86
BELL,Fd_CP,1,7,20,7.5,23.91
BELL,Fd_CP,1,7,25,9.9,23.4
BELL,Fd_CP,1,7,30,12.9,24.29
BELL,Fd_CP,1,6,10,2.59,27.68
BELL,Fd_CP,1,6,15,5.83,27.97
BELL,Fd_CP,1,6,20,9,27.77
BELL,Fd_CP,1,6,25,11.6,26.78
BELL,Fd_CP,1,6,30,14.7,27.25
BELL,Fd_CP,1,5,10,2.02,23.23
BELL,Fd_CP,1,5,15,5.17,25.45
BELL,Fd_CP,1,5,20,8.2,25.72
BELL,Fd_CP,1,5,25,11.2,25.99
BELL,Fd_CP,1,5,30,14.3,26.59
BELL,Fd_CP,1,4,10,1.37,17.47
BELL,Fd_CP,1,4,15,3.27,17.99
BELL,Fd_CP,1,4,20,5.7,19.19
BELL,Fd_CP,1,4,25,5.1,13.63
BELL,Fd_CP,1,4,30,8.1,16.33
BELL,Fd_CP,1,3,10,1.56,19.31
BELL,Fd_CP,1,3,15,2.19,13.48
BELL,Fd_CP,1,3,20,2.6,10.6
BELL,Fd_CP,1,3,25,,
BELL,Fd_CP,1,3,30,,
BELL,Fd_CP,1,2,10,2.48,26.82
BELL,Fd_CP,1,2,15,5.62,27.13
BELL,Fd_CP,1,2,20,8.4,26.25
BELL,Fd_CP,1,2,25,11,25.61
BELL,Fd_CP,1,2,30,14.2,26.43
BELL,Fd_CP,1,1,10,1.45,18.13
BELL,Fd_CP,1,1,15,2.8,16.1
BELL,Fd_CP,1,1,20,3.9,14.32
BELL,Fd_CP,1,1,25,,
BELL,Fd_CP,1,1,30,,
BELL,Fd_CP,1,1,10,2.21,24.72
BELL,Fd_CP,1,1,15,5.19,25.54
BELL,Fd_CP,1,1,20,8.6,26.74
BELL,Fd_CP,1,1,25,11.3,26.2
BELL,Fd_CP,1,1,30,14.9,27.56
BELL,Fd_CP,1,2,10,2.77,29.09
BELL,Fd_CP,1,2,15,5.77,27.77
BELL,Fd_CP,1,2,20,8.7,26.98
BELL,Fd_CP,1,2,25,11.2,25.99
BELL,Fd_CP,1,2,30,14.3,26.59
BELL,Fd_CP,1,3,10,2.56,27.52
BELL,Fd_CP,1,3,15,5.24,25.71
BELL,Fd_CP,1,3,20,8.8,27.26
BELL,Fd_CP,1,3,25,12.2,27.97
BELL,Fd_CP,1,3,30,14.3,26.59
BELL,Fd_CP,1,4,10,1.39,17.55
BELL,Fd_CP,1,4,15,1.91,12.24
BELL,Fd_CP,1,4,20,3.1,12.06
BELL,Fd_CP,1,4,25,5.1,13.63
BELL,Fd_CP,1,4,30,1.9,5.34
BELL,Fd_CP,1,5,10,2.6,27.79
BELL,Fd_CP,1,5,15,5.27,25.86
BELL,Fd_CP,1,5,20,8.2,25.72
BELL,Fd_CP,1,5,25,10.8,25.19
BELL,Fd_CP,1,5,30,13.3,24.96
BELL,Fd_CP,1,6,10,3,30.75
BELL,Fd_CP,1,6,15,5.52,26.82
BELL,Fd_CP,1,6,20,8.2,25.72
BELL,Fd_CP,1,6,25,10.9,25.42
BELL,Fd_CP,1,6,30,13.6,25.45
BELL,Fd_CP,1,7,10,1.81,21.49
BELL,Fd_CP,1,7,15,4.52,22.95
BELL,Fd_CP,1,7,20,7.5,23.91
BELL,Fd_CP,1,7,25,10,23.59
BELL,Fd_CP,1,7,30,12.5,23.63
BELL,Fd_CP,1,8,10,1.95,22.67
BELL,Fd_CP,1,8,15,5.18,25.5
BELL,Fd_CP,1,8,20,7.8,24.68
BELL,Fd_CP,1,8,25,10.5,24.61
BELL,Fd_CP,1,8,30,13.3,24.96
BELL,Fd_CP,1,9,10,0.44,
BELL,Fd_CP,1,9,15,0.65,
BELL,Fd_CP,1,9,20,,
BELL,Fd_CP,1,9,25,0.4,
BELL,Fd_CP,1,9,30,,
BELL,Fd_CP,1,10,10,2.87,29.78
BELL,Fd_CP,1,10,15,6.12,29.07
BELL,Fd_CP,1,10,20,9.4,28.79
BELL,Fd_CP,1,10,25,12.5,28.56
BELL,Fd_CP,1,10,30,15.8,29.04
BELL,Fd_CP,1,10,10,2.91,30.1
BELL,Fd_CP,1,10,15,4.81,24.05
BELL,Fd_CP,1,10,20,5.9,19.73
BELL,Fd_CP,1,10,25,6.4,16.35
BELL,Fd_CP,1,10,30,6.4,13.45
BELL,Fd_CP,1,9,10,1.54,19.06
BELL,Fd_CP,1,9,15,4.25,21.91
BELL,Fd_CP,1,9,20,6.4,21.05
BELL,Fd_CP,1,9,25,8.5,20.59
BELL,Fd_CP,1,9,30,10,19.51
BELL,Fd_CP,1,8,10,2,23
BELL,Fd_CP,1,8,15,4.79,24.02
BELL,Fd_CP,1,8,20,7.9,24.93
BELL,Fd_CP,1,8,25,10.7,24.99
BELL,Fd_CP,1,8,30,11,21.18
BELL,Fd_CP,1,7,10,2.6,27.79
BELL,Fd_CP,1,7,15,5.59,27.08
BELL,Fd_CP,1,7,20,8.8,27.26
BELL,Fd_CP,1,7,25,12.5,28.56
BELL,Fd_CP,1,7,30,14.2,26.43
BELL,Fd_CP,1,6,10,2.36,25.96
BELL,Fd_CP,1,6,15,4.82,24.1
BELL,Fd_CP,1,6,20,7.4,23.65
BELL,Fd_CP,1,6,25,9.6,22.8
BELL,Fd_CP,1,6,30,11.3,21.67
BELL,Fd_CP,1,5,10,2.77,29.09
BELL,Fd_CP,1,5,15,5.84,28.01
BELL,Fd_CP,1,5,20,8.3,26
BELL,Fd_CP,1,5,25,10.7,24.99
BELL,Fd_CP,1,5,30,13.4,25.13
BELL,Fd_CP,1,4,10,3.47,34.27
BELL,Fd_CP,1,4,15,6.27,29.59
BELL,Fd_CP,1,4,20,9,27.77
BELL,Fd_CP,1,4,25,11.7,26.99
BELL,Fd_CP,1,4,30,14,26.09
BELL,Fd_CP,1,3,10,2.17,24.41
BELL,Fd_CP,1,3,15,3.89,20.48
BELL,Fd_CP,1,3,20,4.8,16.8
BELL,Fd_CP,1,3,25,6,15.52
BELL,Fd_CP,1,3,30,7.1,14.64
BELL,Fd_CP,1,2,10,3.27,32.8
BELL,Fd_CP,1,2,15,6.55,30.65
BELL,Fd_CP,1,2,20,9.2,28.28
BELL,Fd_CP,1,2,25,12.1,27.79
BELL,Fd_CP,1,2,30,14.7,27.25
BELL,Fd_CP,1,1,10,2.56,27.52
BELL,Fd_CP,1,1,15,4.72,23.75
BELL,Fd_CP,1,1,20,7.8,24.68
BELL,Fd_CP,1,1,25,9.9,23.4
BELL,Fd_CP,1,1,30,12.1,22.97
BELL,Fd_CP,1,1,10,2.25,25.03
BELL,Fd_CP,1,1,15,4.86,24.3
BELL,Fd_CP,1,1,20,8,25.19
BELL,Fd_CP,1,1,25,10.4,24.42
BELL,Fd_CP,1,1,30,12.3,23.3
BELL,Fd_CP,1,2,10,2.17,24.41
BELL,Fd_CP,1,2,15,4.98,24.74
BELL,Fd_CP,1,2,20,7.8,24.68
BELL,Fd_CP,1,2,25,11.1,25.8
BELL,Fd_CP,1,2,30,12.8,24.15
BELL,Fd_CP,1,3,10,3.08,31.38
BELL,Fd_CP,1,3,15,6.19,29.31
BELL,Fd_CP,1,3,20,8.9,27.53
BELL,Fd_CP,1,3,25,11.4,26.41
BELL,Fd_CP,1,3,30,14.5,26.9
BELL,Fd_CP,1,4,10,2.85,29.66
BELL,Fd_CP,1,4,15,5.72,27.53
BELL,Fd_CP,1,4,20,8.5,26.5
BELL,Fd_CP,1,4,25,11.7,26.99
BELL,Fd_CP,1,4,30,14,26.09
BELL,Fd_CP,1,5,10,1.71,20.52
BELL,Fd_CP,1,5,15,4.89,24.37
BELL,Fd_CP,1,5,20,8.3,26
BELL,Fd_CP,1,5,25,11,25.61
BELL,Fd_CP,1,5,30,12.9,24.29
BELL,Fd_CP,1,6,10,2.29,25.33
BELL,Fd_CP,1,6,15,4.4,22.48
BELL,Fd_CP,1,6,20,6.4,21.05
BELL,Fd_CP,1,6,25,8.4,20.41
BELL,Fd_CP,1,6,30,10.4,20.19
BELL,Fd_CP,1,7,10,4.05,38.48
BELL,Fd_CP,1,7,15,7.4,33.82
BELL,Fd_CP,1,7,20,10.3,31.1
BELL,Fd_CP,1,7,25,13.3,30.13
BELL,Fd_CP,1,7,30,15.5,28.55
BELL,Fd_CP,1,8,10,2.26,25.14
BELL,Fd_CP,1,8,15,5.19,25.54
BELL,Fd_CP,1,8,20,7.8,24.68
BELL,Fd_CP,1,8,25,10.9,25.42
BELL,Fd_CP,1,8,30,12.8,24.15
BELL,Fd_CP,1,9,10,3.07,31.28
BELL,Fd_CP,1,9,15,6.17,29.21
BELL,Fd_CP,1,9,20,9.5,29.06
BELL,Fd_CP,1,9,25,11.9,27.38
BELL,Fd_CP,1,9,30,14.6,27.09
BELL,Fd_CP,1,10,10,1.12,
BELL,Fd_CP,1,10,15,2.78,15.99
BELL,Fd_CP,1,10,20,5.6,18.9
BELL,Fd_CP,1,10,25,6.8,17.16
BELL,Fd_CP,1,10,30,8.9,17.7
BELL,Fd_CP,1,10,10,1.76,21.01
BELL,Fd_CP,1,10,15,4.75,23.82
BELL,Fd_CP,1,10,20,7.7,24.42
BELL,Fd_CP,1,10,25,10.8,25.19
BELL,Fd_CP,1,10,30,13.6,25.45
BELL,Fd_CP,1,9,10,3.2,32.2
BELL,Fd_CP,1,9,15,5.66,27.33
BELL,Fd_CP,1,9,20,9.6,29.33
BELL,Fd_CP,1,9,25,12.2,27.97
BELL,Fd_CP,1,9,30,15.5,28.55
BELL,Fd_CP,1,8,10,1.32,16.83
BELL,Fd_CP,1,8,15,3.07,17.17
BELL,Fd_CP,1,8,20,5.3,18.14
BELL,Fd_CP,1,8,25,6.5,16.55
BELL,Fd_CP,1,8,30,7.4,15.15
BELL,Fd_CP,1,7,10,0.81,
BELL,Fd_CP,1,7,15,2.22,13.6
BELL,Fd_CP,1,7,20,3.1,12.06
BELL,Fd_CP,1,7,25,1.7,6
BELL,Fd_CP,1,7,30,1.75,4.98
BELL,Fd_CP,1,6,10,2.78,29.19
BELL,Fd_CP,1,6,15,5.97,28.5
BELL,Fd_CP,1,6,20,9.1,28.01
BELL,Fd_CP,1,6,25,12,27.56
BELL,Fd_CP,1,6,30,14.5,26.9
BELL,Fd_CP,1,5,10,1.85,21.74
BELL,Fd_CP,1,5,15,4.61,23.34
BELL,Fd_CP,1,5,20,7.2,23.12
BELL,Fd_CP,1,5,25,9.8,23.2
BELL,Fd_CP,1,5,30,11.9,22.64
BELL,Fd_CP,1,4,10,1.12,
BELL,Fd_CP,1,4,15,2.21,13.54
BELL,Fd_CP,1,4,20,2.8,11.2
BELL,Fd_CP,1,4,25,1.7,6
BELL,Fd_CP,1,4,30,1.59,4.62
BELL,Fd_CP,1,3,10,2.23,24.95
BELL,Fd_CP,1,3,15,5.18,25.5
BELL,Fd_CP,1,3,20,8.3,26
BELL,Fd_CP,1,3,25,11.2,25.99
BELL,Fd_CP,1,3,30,14.3,26.59
BELL,Fd_CP,1,2,10,2.55,27.41
BELL,Fd_CP,1,2,15,5.3,25.92
BELL,Fd_CP,1,2,20,8.1,25.44
BELL,Fd_CP,1,2,25,11.1,25.8
BELL,Fd_CP,1,2,30,13,24.48
BELL,Fd_CP,1,1,10,1.86,21.86
BELL,Fd_CP,1,1,15,4.58,23.19
BELL,Fd_CP,1,1,20,7.7,24.42
BELL,Fd_CP,1,1,25,9.9,23.4
BELL,Fd_CP,1,1,30,11.2,21.5
BELL,Fd_CP,1,1,10,2.03,23.35
BELL,Fd_CP,1,1,15,4.72,23.75
BELL,Fd_CP,1,1,20,7.4,23.65
BELL,Fd_CP,1,1,25,9.6,22.8
BELL,Fd_CP,1,1,30,10.9,20.99
BELL,Fd_CP,1,2,10,0.83,
BELL,Fd_CP,1,2,15,2.01,12.69
BELL,Fd_CP,1,2,20,3.7,13.76
BELL,Fd_CP,1,2,25,2.9,8.88
BELL,Fd_CP,1,2,30,3.35,8.11
BELL,Fd_CP,1,3,10,2.16,24.3
BELL,Fd_CP,1,3,15,4.92,24.52
BELL,Fd_CP,1,3,20,8.1,25.44
BELL,Fd_CP,1,3,25,10.2,24.03
BELL,Fd_CP,1,3,30,13,24.48
BELL,Fd_CP,1,4,10,1.27,
BELL,Fd_CP,1,4,15,2.79,16.04
BELL,Fd_CP,1,4,20,4.5,15.96
BELL,Fd_CP,1,4,25,5.3,14.04
BELL,Fd_CP,1,4,30,5.1,11.24
BELL,Fd_CP,1,5,10,1.23,
BELL,Fd_CP,1,5,15,2.19,13.48
BELL,Fd_CP,1,5,20,3.2,12.35
BELL,Fd_CP,1,5,25,,
BELL,Fd_CP,1,5,30,,
BELL,Fd_CP,1,6,10,1.53,18.93
BELL,Fd_CP,1,6,15,1.55,10.46
BELL,Fd_CP,1,6,20,1.3,6.18
BELL,Fd_CP,1,6,25,1.8,6.24
BELL,Fd_CP,1,6,30,1.3,3.82
BELL,Fd_CP,1,7,10,0.9,
BELL,Fd_CP,1,7,15,1.4,9.63
BELL,Fd_CP,1,7,20,1.4,6.65
BELL,Fd_CP,1,7,25,1.2,
BELL,Fd_CP,1,7,30,1.4,4.11
BELL,Fd_CP,1,8,10,2.34,25.74
BELL,Fd_CP,1,8,15,5.12,25.28
BELL,Fd_CP,1,8,20,8.1,25.44
BELL,Fd_CP,1,8,25,10.8,25.19
BELL,Fd_CP,1,8,30,12.8,24.15
BELL,Fd_CP,1,9,10,1.41,17.8
BELL,Fd_CP,1,9,15,2.6,15.28
BELL,Fd_CP,1,9,20,2.2,9.42
BELL,Fd_CP,1,9,25,2.3,7.48
BELL,Fd_CP,1,9,30,1.8,5.12
BELL,Fd_CP,1,10,10,2.19,24.64
BELL,Fd_CP,1,10,15,4.92,24.52
BELL,Fd_CP,1,10,20,7.8,24.68
BELL,Fd_CP,1,10,25,10.7,24.99
BELL,Fd_CP,1,10,30,12.9,24.29
BELL,Fd_CP,1,10,10,2.33,25.63
BELL,Fd_CP,1,10,15,5.42,26.42
BELL,Fd_CP,1,10,20,8.8,27.26
BELL,Fd_CP,1,10,25,11.7,26.99
BELL,Fd_CP,1,10,30,13.8,25.77
BELL,Fd_CP,1,9,10,2,23
BELL,Fd_CP,1,9,15,4.88,24.32
BELL,Fd_CP,1,9,20,7.9,24.93
BELL,Fd_CP,1,9,25,11,25.61
BELL,Fd_CP,1,9,30,13.4,25.13
BELL,Fd_CP,1,8,10,2.07,23.55
BELL,Fd_CP,1,8,15,4.89,24.37
BELL,Fd_CP,1,8,20,7.8,24.68
BELL,Fd_CP,1,8,25,10.3,24.22
BELL,Fd_CP,1,8,30,13.1,24.61
BELL,Fd_CP,1,7,10,2.8,29.23
BELL,Fd_CP,1,7,15,5.5,26.73
BELL,Fd_CP,1,7,20,8.5,26.5
BELL,Fd_CP,1,7,25,11,25.61
BELL,Fd_CP,1,7,30,13.2,24.8
BELL,Fd_CP,1,6,10,2.79,29.21
BELL,Fd_CP,1,6,15,5.32,26.02
BELL,Fd_CP,1,6,20,8.2,25.72
BELL,Fd_CP,1,6,25,10.4,24.42
BELL,Fd_CP,1,6,30,12.9,24.29
BELL,Fd_CP,1,5,10,3.39,33.69
BELL,Fd_CP,1,5,15,6.36,29.96
BELL,Fd_CP,1,5,20,9.6,29.33
BELL,Fd_CP,1,5,25,12.1,27.79
BELL,Fd_CP,1,5,30,14.7,27.25
BELL,Fd_CP,1,4,10,2.9,30.09
BELL,Fd_CP,1,4,15,5.38,26.23
BELL,Fd_CP,1,4,20,7.6,24.17
BELL,Fd_CP,1,4,25,10.2,24.03
BELL,Fd_CP,1,4,30,12.7,23.96
BELL,Fd_CP,1,3,10,3.17,32.1
BELL,Fd_CP,1,3,15,6.12,29.07
BELL,Fd_CP,1,3,20,8.8,27.26
BELL,Fd_CP,1,3,25,11.2,25.99
BELL,Fd_CP,1,3,30,14,26.09
BELL,Fd_CP,1,2,10,2.13,24.1
BELL,Fd_CP,1,2,15,4.93,24.57
BELL,Fd_CP,1,2,20,8.1,25.44
BELL,Fd_CP,1,2,25,10.7,24.99
BELL,Fd_CP,1,2,30,12.5,23.63
BELL,Fd_CP,1,1,10,2.18,24.53
BELL,Fd_CP,1,1,15,4.83,24.15
BELL,Fd_CP,1,1,20,7.4,23.65
BELL,Fd_CP,1,1,25,9.2,21.99
BELL,Fd_CP,1,1,30,11.4,21.82
BELL,Fd_CP,1,1,10,2.29,25.33
BELL,Fd_CP,1,1,15,5,24.84
BELL,Fd_CP,1,1,20,7.1,22.85
BELL,Fd_CP,1,1,25,9.1,21.83
BELL,Fd_CP,1,1,30,11.2,21.5
BELL,Fd_CP,1,2,10,,
BELL,Fd_CP,1,2,15,,
BELL,Fd_CP,1,2,20,,
BELL,Fd_CP,1,2,25,,
BELL,Fd_CP,1,2,30,,
BELL,Fd_CP,1,3,10,2,23
BELL,Fd_CP,1,3,15,5.02,24.86
BELL,Fd_CP,1,3,20,7.8,24.68
BELL,Fd_CP,1,3,25,9.5,22.6
BELL,Fd_CP,1,3,30,12.3,23.3
BELL,Fd_CP,1,4,10,2.14,24.21
BELL,Fd_CP,1,4,15,4.59,23.24
BELL,Fd_CP,1,4,20,7.3,23.38
BELL,Fd_CP,1,4,25,10,23.59
BELL,Fd_CP,1,4,30,12.2,23.16
BELL,Fd_CP,1,5,10,1.01,
BELL,Fd_CP,1,5,15,1.6,10.7
BELL,Fd_CP,1,5,20,,
BELL,Fd_CP,1,5,25,,
BELL,Fd_CP,1,5,30,,
BELL,Fd_CP,1,6,10,1.77,21.13
BELL,Fd_CP,1,6,15,4.39,22.43
BELL,Fd_CP,1,6,20,7,22.59
BELL,Fd_CP,1,6,25,10,23.59
BELL,Fd_CP,1,6,30,12.3,23.3
BELL,Fd_CP,1,7,10,2.3,25.44
BELL,Fd_CP,1,7,15,5.32,26.02
BELL,Fd_CP,1,7,20,8.2,25.72
BELL,Fd_CP,1,7,25,11.6,26.78
BELL,Fd_CP,1,7,30,13.3,24.96
BELL,Fd_CP,1,8,10,2.17,24.41
BELL,Fd_CP,1,8,15,4.38,22.45
BELL,Fd_CP,1,8,20,7.4,23.65
BELL,Fd_CP,1,8,25,10,23.59
BELL,Fd_CP,1,8,30,12.6,23.82
BELL,Fd_CP,1,9,10,2.85,29.66
BELL,Fd_CP,1,9,15,5.48,26.63
BELL,Fd_CP,1,9,20,8.5,26.5
BELL,Fd_CP,1,9,25,11.7,26.99
BELL,Fd_CP,1,9,30,14.2,26.43
BELL,Fd_CP,1,10,10,2.93,30.22
BELL,Fd_CP,1,10,15,5.87,28.11
BELL,Fd_CP,1,10,20,8.8,27.26
BELL,Fd_CP,1,10,25,11.3,26.2
BELL,Fd_CP,1,10,30,14,26.09
BELL,Fd_CP,1,10,10,1.78,21.14
BELL,Fd_CP,1,10,15,4.42,22.58
BELL,Fd_CP,1,10,20,8.1,25.44
BELL,Fd_CP,1,10,25,10,23.59
BELL,Fd_CP,1,10,30,12.6,23.82
BELL,Fd_CP,1,9,10,,
BELL,Fd_CP,1,9,15,,
BELL,Fd_CP,1,9,20,,
BELL,Fd_CP,1,9,25,,
BELL,Fd_CP,1,9,30,,
BELL,Fd_CP,1,8,10,1.18,
BELL,Fd_CP,1,8,15,2.98,16.86
BELL,Fd_CP,1,8,20,5.7,19.19
BELL,Fd_CP,1,8,25,8.4,20.41
BELL,Fd_CP,1,8,30,10.3,20
BELL,Fd_CP,1,7,10,3.01,30.85
BELL,Fd_CP,1,7,15,6.65,31.07
BELL,Fd_CP,1,7,20,10.4,31.36
BELL,Fd_CP,1,7,25,13,29.55
BELL,Fd_CP,1,7,30,15.6,28.7
BELL,Fd_CP,1,6,10,1.25,
BELL,Fd_CP,1,6,15,2.69,15.64
BELL,Fd_CP,1,6,20,6,19.97
BELL,Fd_CP,1,6,25,8.4,20.41
BELL,Fd_CP,1,6,30,10.3,20
BELL,Fd_CP,1,5,10,1.55,19.18
BELL,Fd_CP,1,5,15,4.4,22.48
BELL,Fd_CP,1,5,20,8.3,26
BELL,Fd_CP,1,5,25,11.3,26.2
BELL,Fd_CP,1,5,30,14.3,26.59
BELL,Fd_CP,1,4,10,,
BELL,Fd_CP,1,4,15,,
BELL,Fd_CP,1,4,20,,
BELL,Fd_CP,1,4,25,,
BELL,Fd_CP,1,4,30,,
BELL,Fd_CP,1,3,10,3.32,33.2
BELL,Fd_CP,1,3,15,6.89,31.92
BELL,Fd_CP,1,3,20,10,30.31
BELL,Fd_CP,1,3,25,11.7,26.99
BELL,Fd_CP,1,3,30,14.6,27.09
BELL,Fd_CP,1,2,10,1.44,18.18
BELL,Fd_CP,1,2,15,2.95,16.69
BELL,Fd_CP,1,2,20,5.4,18.39
BELL,Fd_CP,1,2,25,7.2,17.97
BELL,Fd_CP,1,2,30,9.1,18.02
BELL,Fd_CP,1,1,10,3.38,33.59
BELL,Fd_CP,1,1,15,7,32.32
BELL,Fd_CP,1,1,20,10.5,31.58
BELL,Fd_CP,1,1,25,13.3,30.13
BELL,Fd_CP,1,1,30,16.6,30.35
BELL,Sx_Sx,1,1,10,2.61,36.05
BELL,Py_Py,1,1,15,4.99,25.77
BELL,Sx_Sx,1,1,20,5.2,22.38
BELL,Py_Py,1,1,25,,
BELL,Sx_Sx,1,1,30,,
BELL,Py_Py,1,2,10,2.95,27.24
BELL,Sx_Sx,1,2,15,5.49,32.08
BELL,Py_Py,1,2,20,8.1,26.42
BELL,Sx_Sx,1,2,25,,
BELL,Py_Py,1,2,30,,
BELL,Sx_Sx,1,3,10,,
BELL,Py_Py,1,3,15,,
BELL,Sx_Sx,1,3,20,,
BELL,Py_Py,1,3,25,,
BELL,Sx_Sx,1,3,30,,
BELL,Py_Py,1,4,10,1.98,23.14
BELL,Sx_Sx,1,4,15,3.67,25.46
BELL,Py_Py,1,4,20,4.6,19.77
BELL,Sx_Sx,1,4,25,,
BELL,Py_Py,1,4,30,,
BELL,Sx_Sx,1,5,10,2.45,34.76
BELL,Py_Py,1,5,15,3.55,22.08
BELL,Sx_Sx,1,5,20,,
BELL,Py_Py,1,5,25,,
BELL,Sx_Sx,1,5,30,,
BELL,Py_Py,1,6,10,3.6,29.59
BELL,Sx_Sx,1,6,15,4.37,28.2
BELL,Py_Py,1,6,20,5.6,21.81
BELL,Sx_Sx,1,6,25,,
BELL,Py_Py,1,6,30,,
BELL,Sx_Sx,1,7,10,2.81,37.58
BELL,Py_Py,1,7,15,5.65,27.32
BELL,Sx_Sx,1,7,20,8.3,29.63
BELL,Py_Py,1,7,25,9.1,23.6
BELL,Sx_Sx,1,7,30,,
BELL,Py_Py,1,8,10,2.12,23.78
BELL,Sx_Sx,1,8,15,4.75,29.61
BELL,Py_Py,1,8,20,7.9,26.05
BELL,Sx_Sx,1,8,25,,
BELL,Py_Py,1,8,30,,
BELL,Sx_Sx,1,9,10,2.15,31.98
BELL,Py_Py,1,9,15,4.19,23.77
BELL,Sx_Sx,1,9,20,6.6,25.86
BELL,Py_Py,1,9,25,,
BELL,Sx_Sx,1,9,30,,
BELL,Py_Py,1,10,10,3.62,29.7
BELL,Sx_Sx,1,10,15,5.62,32.49
BELL,Py_Py,1,10,20,6.6,23.72
BELL,Sx_Sx,1,10,25,,
BELL,Py_Py,1,10,30,,
BELL,Bl_Bl,1,10,10,,
BELL,Bl_Bl,1,10,15,,
BELL,Bl_Bl,1,10,20,,
BELL,Bl_Bl,1,10,25,,
BELL,Bl_Bl,1,10,30,,
BELL,Bl_Bl,1,9,10,,
BELL,Bl_Bl,1,9,15,,
BELL,Bl_Bl,1,9,20,,
BELL,Bl_Bl,1,9,25,0.4,
BELL,Bl_Bl,1,9,30,,
BELL,Bl_Bl,1,8,10,,
BELL,Bl_Bl,1,8,15,,
BELL,Bl_Bl,1,8,20,,
BELL,Bl_Bl,1,8,25,,
BELL,Bl_Bl,1,8,30,,
BELL,Bl_Bl,1,7,10,,
BELL,Bl_Bl,1,7,15,,
BELL,Bl_Bl,1,7,20,,
BELL,Bl_Bl,1,7,25,,
BELL,Bl_Bl,1,7,30,,
BELL,Bl_Bl,1,6,10,,
BELL,Bl_Bl,1,6,15,,
BELL,Bl_Bl,1,6,20,,
BELL,Bl_Bl,1,6,25,,
BELL,Bl_Bl,1,6,30,,
BELL,Bl_Bl,1,5,10,,
BELL,Bl_Bl,1,5,15,,
BELL,Bl_Bl,1,5,20,,
BELL,Bl_Bl,1,5,25,,
BELL,Bl_Bl,1,5,30,,
BELL,Bl_Bl,1,4,10,,
BELL,Bl_Bl,1,4,15,,
